Brand,Model,Series,Thickness,Dimensions (WxDxH),Weight,Colors,Operating System,Operating System Type,Display Size,Display Resolution,Pixel Density,Display Type,Display Features,Display Touchscreen,Processor,Clock-speed,Chipset,Cache,Graphic Processor,Capacity,RAM Type,RAM Speed,Memory Slots,Memory Layout,SSD Capacity,SSD Type,Battery Cell,Battery Type,Power Supply,Wireless LAN,Wi-Fi Version,Bluetooth,Bluetooth Version,Other Networking Options,HDMI Ports,USB 2.0 slots,SD Card Reader,Ethernet ports,Headphone Jack,Microphone Jack,Web-cam,Video Recording,Audio Solution,Speakers,Sound Technologies,In-built Microphone,Microphone Type,Pointing device,Keyboard,Fingerprint scanner,Face Recognition,Warranty,Sales Package,Refresh Rate,Brightness,Graphics Memory,Expandable Memory,Thunderbolt Port,VGA Port,Backlit Keyboard,HDD Capacity,HDD Speed(RPM),HDD Type,USB 3.0 slots,Secondary cam(Rear-facing),Lockport,Battery Life,USB Type C,Battery Capacity,Aspect Ratio,Number of Cores,SSD Interface,Fast Charging Support,market_status,Price (Rs)
Asus,FX506HE-BHN245T,TUF Gaming F15,22.8 Millimeter thickness,380 x 259 x 22.8  mm,2.2 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LED Backlit   IPS   Adaptive-Sync Display (250 nits Brightness   1000:1 Contrast   45% NTSC Color Gamut   62.5% SRGB),No,Intel Core i5-11400H (11th Gen),2.2 Ghz,,12 MB,NVIDIA GeForce RTX 3050 Ti,16 GB,DDR4,3200 Mhz,1,1x16 Gigabyte,512 GB,,4 Cell,Li-Ion,180 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.2,,1.0,,,1.0,Yes,Yes,Yes,720p HD,,Built-in Dual Speakers,2 x 2W Speaker with DTS Software,Yes,Built-in Array Microphone,Touchpad with Multi-Touch Gestures Enabled,RGB Chiclet Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",144 Hz,,4 GB,,,,"Yes, RGB Backlit Chiclet Keyboard",,,,3.0,No,,,,,,,,,Out of Stock,77990.0
Lenovo,3 15ITL6 (82H8023BIN),Ideapad,,,2.4 Kg weight,Grey,Windows 11 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD Anti-glare Display,No,Intel Core i3 (11th Gen),,,,Intel Integrated,8 GB,DDR4,,1,1x8 Gigabyte,512 GB,,,Li-Ion,,802.11 a/b/g/n/ac,5.0,Yes,5.0,Multi-Format SD media card reader,1.0,1.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,,No,,,1.0,,,,,,Out of Stock,39650.0
Lenovo,S340 (81WJ002MIN),Ideapad,17.9 Millimeter thickness,322.7 x 230.5 x 17.9  mm,1.6 Kg weight,Platinum Grey,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD Anti-glare Display,No,Intel Core i5-1035G1 (10th Gen),1.0 Ghz,,6 MB,NVIDIA GeForce MX250,8 GB,DDR4,2666 Mhz,1,1x8 Gigabyte,256 GB,,3 Cell,Li-Ion,65 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,5.0,Multi-Format SD media card reader (4-in-1),1.0,,Yes,,Yes,Yes,Yes,720p HD,,Built-in Dual Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,2 GB,,,,,1 TB,5400 RPM,SATA,2.0,No,,,1.0,,,,,,Out of Stock,66999.0
Lenovo,Slim 5 14ITL05 (82FE00T9IN),Ideapad,19.9 Millimeter thickness,321.57 x 211.59 x 19.9  mm,1.39 Kg weight (Light-weight),Black,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD LED Backlit   IPS Display (300 nits Brightness   45% NTSC Color Gamut),No,Intel Core i5-1135G7 (11th Gen),2.4 Ghz,Intel SoC Platform,8 MB,Intel Iris Xe,8 GB,DDR4,3200 Mhz,1,1x8 Gigabyte,512 GB,,,Li-Ion,65 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,Multi-Format SD media card reader (4-in-1),1.0,3.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Dual Stereo Speakers,2 x 2 W Stereo Speakers with Dolby Audio,Yes,Built-in Dual Array Microphones,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,Yes,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,1.0,No,,,,,,,,,Out of Stock,63999.0
Asus,FX566HEB-HN249T,TUF Gaming F15,24 Millimeter thickness,359 x 256 x 24  mm,2.3 Kg weight,Eclipse Grey,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i5-11400H (11th Gen),2.7 Ghz,,12 MB,NVIDIA GeForce RTX 3050 Ti,16 GB,DDR4,,1,1x16 Gigabyte,512 GB,,4 Cell,Li-Ion,90 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,,1.0,,,1.0,Yes,Yes,,,,Built-in Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",144 Hz,,4 GB,,,,"Yes, Gaming Backlit Keyboard",,,,2.0,,,,1.0,,,,,,Out of Stock,92990.0
Lenovo,5 (82HS015CIN),Ideapad Flex,20.4 Millimeter thickness,321.5 x 217.5 x 20.4  mm,1.5 Kg weight,Black,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD LED Backlit IPS Glossy Multi-Touch (250 nits Brightness   45% NTSC Color Gamut)   Distraction-free Visuals   Be Creative Display,No,Intel Core i5-1135G7 (11th Gen),2.4 Ghz,,8 MB,Intel Iris Xe,8 GB,DDR4,3200 Mhz,1,1x8 Gigabyte,512 GB,,,Li-Ion,65 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,5.0,Multi-Format SD media card reader (4-in-1),1.0,,Yes,,Yes,Yes,Yes,720p HD,,Built-in Dual Speakers,2 x 2 W Stereo Speakers with Dolby Audio,Yes,Dual Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,1.0,No,,,1.0,,,,,,Out of Stock,67990.0
Lenovo,15IML05 (81WB0112IN),Ideapad Slim 3i,19.9 Millimeter thickness,362.2 x 253.4 x 19.9  mm,1.7 Kg weight,Platinum Grey,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD IPS LED Backlit Display,No,Intel Core i3-10110U (10th Gen),2.1 Ghz,,4 MB,Intel UHD,4 GB,DDR4,2666 Mhz,1,1x4 Gigabyte,256 GB,,3 Cell,Li-Ion,,802.11 a/b/g/n/ac,5.0,Yes,5.0,Multi-Format SD media card reader,1.0,1.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,12 GB,,,,,,,2.0,No,,,,,,,,,Out of Stock,36990.0
Lenovo,E15 Gen 2 (20TDS0DX00),,18.9 Millimeter thickness,365 x 240 x 18.9  mm,1.7 Kg weight,Black,Windows 10 Home Basic,64-bit,15 Inches (38.1 cm),1920 x 1080 Pixels,147 ppi,LED,Full HD TN LED Anti-glare Display,No,Intel Core i3-1115G4 (11th Gen),3.0 Ghz,,6 MB,Intel UHD,4 GB,DDR4,,1,1x4 Gigabyte,256 GB,,3 Cell,Li-Ion,65 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,5.1,,1.0,1.0,,,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,1.0,No,,,1.0,,,,,,Out of Stock,42990.0
Lenovo,V15 ITL G2 (82KB00JFIH),,19.9 Millimeter thickness,359.2 x 235.8 x 19.9  mm,1.7 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD Anti-glare Display,No,Intel Core i3-1115G4 (11th Gen),3.1 Ghz,,6 MB,Intel UHD,4 GB,DDR4,,1,1x4 Gigabyte,,,2 Cell,Li-Ion,,802.11 a/b/g/n/ac,5.0,Yes,5.0,,1.0,1.0,,,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,1 TB,5400 RPM,SATA,1.0,No,,,,,,,,,Out of Stock,38305.0
Lenovo,E14 (20TAS08J00),Thinkpad,18.9 Millimeter thickness,324 x 220 x 18.9  mm,,Black,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD Anti-glare Display,No,Intel Core i7-1165G7 (11th Gen),,,12 MB,Intel Iris Xe,16 GB,DDR4,3200 Mhz,1,1x16 Gigabyte,512 GB,,,Li-Po,,802.11 b/g/n,4.0,Yes,4.0,,1.0,1.0,,,Yes,Yes,Yes,720p HD,,Stereo Speakers,Dolby Audio,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,1.0,No,,,,,,,,,Out of Stock,130000.0
Acer,AN515-45 (NH.QCMSI.002),Nitro 5,23.9 Millimeter thickness,363.4 x 255 x 23.9  mm,2.4 Kg weight,Shale Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD   IPS (In-Plane Switching) technology   Acer ComfyView LED-backlit TFT LCD   16:9 aspect ratio   supporting Display,No,AMD Octa Core Ryzen 7 5800H,,,16 MB,NVIDIA GeForce RTX 3050 Ti,16 GB,DDR4,,1,1x16 Gigabyte,256 GB,,4 Cell,Li-Ion,180 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,,1.0,1.0,,1.0,Yes,Yes,Yes,720p HD,,Built-in Stereo Speakers,DTS X:Ultra Audio,Yes,Built-in Dual Microphone,Touchpad with Multi-Touch Gestures Enabled,103-/104-/107-key FineTip RGB- keyboard with independent standard numeric keypad,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",144 Hz,,4 GB,,,,"Yes, 103-/104-/107-key FineTip RGB-backlit keyboard with independent standard numeric keypad",1 TB,5400 RPM,SATA,,No,,,1.0,,,,,,Out of Stock,89990.0
Asus,UM325SA-KG512S,ZenBook 13,13.9 Millimeter thickness (Slim),319 x 208 x 13.9  mm,1.14 Kg weight (Light-weight),Black,Windows 10 Home Basic,64-bit,13.3 Inches (33.78 cm),1920 x 1080 Pixels,166 ppi,,Full HD Anti-glare Display,No,AMD Hexa Core Ryzen 5 5600U,,,16 MB,AMD Radeon,16 GB,LPDDR4X,,1,1x16 Gigabyte,512 GB,,4 Cell,Li-Ion,65 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,4.2,,1.0,1.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Speakers,"Harman/Kardon (Premium), Smart Amp Technology, Cortana and Alexa Voice-recognition Support",Yes,Built-in Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Chiclet Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",60 Hz,,,,,,"Yes, Backlit Chiclet Keyboard",,,,,No,,,2.0,42 WHrs,,,NVMe PCIe,,Out of Stock,75980.0
Lenovo,V15-IIL (82C500WXIH),,19 Millimeter thickness,362.2 x 252 x 19  mm,2.41 Kg weight,Grey,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD Anti-glare Display,No,Intel Core i5-1035G1 (10th Gen),1.0 Ghz,,6 MB,Intel UHD,8 GB,DDR4,,1,1x8 Gigabyte,512 GB,,,Li-Ion,,802.11 a/b/g/n/ac,5.0,Yes,4.2,Multi-Format SD media card reader,1.0,1.0,Yes,,Yes,Yes,Yes,720p HD,,Dual Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,2.0,No,,,,,,,,,Out of Stock,55824.0
Asus,G513QM-HF313TS,ROG Strix G15,24.7 Millimeter thickness,359 x 256 x 24.7  mm,2.30 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD Anti-glare Display   IPS Level   Display,No,AMD Octa Core Ryzen 7 5800H,,,16 MB,NVIDIA GeForce RTX 3060,16 GB,DDR4,3200 Mhz,2,2x8 Gigabyte,1 TB,,4 Cell,Li-Ion,240 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.2,,1.0,,,1.0,Yes,Yes,,,,Built-in Speakers,"Dolby Atmos, Smart Amp Technology, 2x 4W speaker with Smart Amp Technology",Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Perkey RGB Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",300 Hz,,6 GB,32 GB,,,"Yes, Perkey RGB Backlit Keyboard",,,,1.0,,,,1.0,,,,,,Out of Stock,145990.0
Asus,X415EA-EK68TS,VivoBook 14,19 Millimeter thickness,360 x 235 x 19  mm,1.5 Kg weight,Transparent Silver,Windows 10 Home Basic,64-bit,14.1 Inches (35.81 cm),1920 x 1080 Pixels,156 ppi,LED,Full HD LED-Backlit   16:9   220nits   NanoEdge bezel   Anti-Glare Plane with 45% NTSC   82% Screen-To-Body Ratio Display,No,Intel Core i5-1135G7 (11th Gen),2.4 Ghz,,8 MB,Intel Iris Xe,8 GB,DDR4,3200 Mhz,1,1x8 Gigabyte,256 GB,,,Li-Ion,,802.11 a/b/g/n/ac,5.0,Yes,4.2,,1.0,2.0,,,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Chiclet Keyboard with 1.4mm Key Travel,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",60 Hz,,,,,,,,,,,No,,,1.0,,,,,,Out of Stock,44990.0
Lenovo,V15 (82C700KAIH),,19.9 Millimeter thickness,362.2 x 251 x 19.9  mm,1.81 Kg weight,Platinum Grey,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD Anti-glare Display,No,AMD Quad Core Ryzen 5 3500U,2.1 Ghz,,4 MB,AMD Radeon Vega 8,8 GB,DDR4,,1,1x8 Gigabyte,512 GB,,,Li-Po,,802.11 a/b/g/n/ac,5.0,Yes,4.0,,1.0,1.0,Yes,,Yes,Yes,Yes,720p HD,,Dual Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,2.0,No,,,,,,,,,Out of Stock,49339.0
Asus,FX766HC-HX060T,TUF Gaming F17,,,2.6 Kg weight,Eclipse Grey,Windows 10 Home Basic,64-bit,17.3 Inches (43.94 cm),1920 x 1080 Pixels,127 ppi,LED,Full HD LED Backlit   IPS Anti-Glare Display (250 nits Brightness   45% NTSC Color Gamut 62.5% sRGB) Display,No,Intel Core i5-11400H (11th Gen),2.2 Ghz,Intel HM470,12 MB,NVIDIA GeForce RTX 3050,8 GB,DDR4,,1,1x8 Gigabyte,1 TB,,3 Cell,Li-Ion,150 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.2,,1.0,,,1.0,Yes,Yes,Yes,720p HD,,Built-in Dual Speakers,2 x 2W Stereo Speakers with DTS Software,Yes,Built-in Array Microphone,Touchpad with Multi-Touch Gestures Enabled,RGB- Chiclet Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,4 GB,,,,"Yes, RGB-Backlit Chiclet Keyboard",,,,1.0,No,,,1.0,,,,,,Out of Stock,83000.0
Asus,K413EA-EB523TS,VivoBook Ultra,19.9 Millimeter thickness,360.2 x 234.9 x 19.9  mm,1.80 Kg weight,Transparent Silver,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD LED Backlit Anti-glare Display (200 nits Brightness   45% NTSC Color Gamut   83? Screen-to-body Ratio),No,Intel Core i5-1135G7 (11th Gen),2.4 Ghz,,8 MB,Intel UHD,16 GB,DDR4,,1,1x16 Gigabyte,512 GB,,2 Cell,Li-Ion,45 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.1,Multi-Format SD media card reader,1.0,2.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Speakers,"SonicMaster, Audio by ICEpower",Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Chiclet Keyboard with Num-key,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",60 Hz,,,,,,,,,,,No,,,1.0,,,,,,Out of Stock,66490.0
Asus,FX516PCZ-HN088T,TUF Dash F15,20 Millimeter thickness,360 x 252 x 20  mm,2 Kg weight,White,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD Anti-glare Display,No,Intel Core i7-11370H (11th Gen),3.3 Ghz,,12 MB,NVIDIA GeForce RTX 3050,16 GB,DDR4,3200 Mhz,2,2x8 Gigabyte,1 TB,,4 Cell,Li-Ion,,802.11 b/g/n/ax,6.0,Yes,6.0,,1.0,,,1.0,Yes,Yes,,,,Built-in Speakers,,Yes,Built-in Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",144 Hz,,4 GB,,,,"Yes, Gaming Backlit Keyboard",,,,3.0,,,,1.0,,,,,,Out of Stock,104343.0
Asus,X415EA-EB342TS,VivoBook 14,20 Millimeter thickness,325 x 216 x 20  mm,1.6 Kg weight,Platinum Grey,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD Anti-glare Display,No,Intel Core i3-1115G4 (11th Gen),,,6 MB,Intel UHD,8 GB,DDR4,3200 Mhz,1,1x8 Gigabyte,256 GB,,2 Cell,Li-Ion,,802.11 b/g/n,4.0,Yes,4.0,Multi-Format SD media card reader,1.0,,Yes,,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,2.0,No,,,,,,,,,Out of Stock,37500.0
Asus,GA401QH-HZ077TS,ROG Zephyrus G14,17.9 Millimeter thickness,324 x 222 x 17.9  mm,1.6 Kg weight,White,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,,Full HD 16:9 Anti-glare display sRGB: 100% Adobe: 75.35% IPS-level Adaptive-Sync Pantone Validated Display,No,AMD Octa Core Ryzen 7 5800H,3.0 Ghz,,16 MB,NVIDIA GeForce GTX 1650,8 GB,DDR4,3200 Mhz,1,1x8 Gigabyte,1 TB,,4 Cell,Li-Ion,180 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,,1.0,,,,Yes,Yes,,,,2x 0.7W tweeter 2x 2.5W speaker with Smart Amp Technology,Smart Amp Technology Audio by Dolby Atmos,Yes,AI mic noise-canceling Built-in array microphone,Touchpad with Multi-Touch Gestures Enabled,Chiclet Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",144 Hz,,4 GB,,,,"Yes, Backlit Chiclet Keyboard",,,,2.0,,,,1.0,,,,NVMe PCIe,,Out of Stock,79999.0
Asus,GA401IHR-HZ070TS,ROG Zephyrus G14,17.9 Millimeter thickness,324 x 220 x 17.9  mm,1.6 Kg weight,Grey,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD 16:9 anti-glare sRGB: 100% Adobe: 75.35 Percentage IPS-level Display,No,AMD Octa Core Ryzen 7 4800HS,4.2 Ghz,,8 MB,NVIDIA GeForce GTX 1650,8 GB,DDR4,3200 Mhz,1,1x8 Gigabyte,1 TB,M.2,4 Cell,Li-Ion,180 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,,1.0,,,,Yes,Yes,,,,Built-in Dual Speakers,2x 2.5W speaker with Smart Amp Technology,Yes,Built-in Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Chiclet Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",144 Hz,,4 GB,,,,"Yes, Backlit Chiclet Keyboard",,,,1.0,,,,1.0,,,,NVMe PCIe,,Out of Stock,76990.0
Lenovo,TB15 ITL G2 (20VEA0HCIH),ThinkBook,18.9 Millimeter thickness,357 x 235 x 18.9  mm,1.7 Kg weight,Mineral Gray,Windows 10 Home Basic,64-bit,15 Inches (38.1 cm),1920 x 1080 Pixels,147 ppi,LED,Full HD IPS LED Anti-glare Display,No,Intel Core i5-1135G7 (11th Gen),2.4 Ghz,,8 MB,Intel UHD,8 GB,DDR4,,1,1x8 Gigabyte,128 GB,,3 Cell,Li-Ion,65 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,,1.0,,,,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Hindi Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,"Yes, Backlit Hindi Keyboard",1 TB,5400 RPM,SATA,1.0,No,,,1.0,,,,,,Out of Stock,59990.0
Lenovo,5 (82AU00Q0IN),Legion,23.6 Millimeter thickness,363 x 259 x 23.6  mm,2.3 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD IPS 250nits Display,No,Intel Core i5-10300H (10th Gen),2.5 Ghz,,8 MB,NVIDIA GeForce GTX 1650,8 GB,DDR4,2933 Mhz,2,2x4 Gigabyte,512 GB,,4 Cell,Li-Ion,60 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,Multi-Format SD media card reader,1.0,1.0,Yes,1.0,Yes,Yes,Yes,720p HD,,Stereo Speakers,"HD Audio, Realtek ALC3287 codec",Yes,Dual Array Microphone,Touchpad with Multi-Touch Gestures Enabled,English White Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",120 Hz,,4 GB,16 GB,,,"Yes, English White Backlit Keyboard",,,,3.0,No,,,1.0,,,,,,Out of Stock,59990.0
Asus,G713QE-HX079T,ROG Strix G17,21.4 Millimeter thickness,395 x 282 x 21.4  mm,2.5 Kg weight,Black,Windows 10 Home Basic,64-bit,17.3 Inches (43.94 cm),1920 x 1080 Pixels,127 ppi,,Full HD 16:9 anti-glare 144Hz Value IPS-level Display,No,AMD Octa Core Ryzen 9 5900HX,4.6 Ghz,,16 MB,NVIDIA GeForce RTX 3050 Ti,16 GB,DDR4,3200 Mhz,2,2x8 Gigabyte,1 TB,,4 Cell,Li-Ion,200 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,,1.0,,,1.0,Yes,Yes,,,,Built-in Speakers,Audio by Dolby Atmos,Yes,AI mic noise-canceling Built-in Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",144 Hz,,4 GB,32 GB,,,"Yes, Gaming Backlit Keyboard",,,,3.0,,,,1.0,56 WHrs,,,NVMe PCIe,,Out of Stock,124990.0
Asus,GA401QH-BM072TS,ROG Zephyrus G14,17.9 Millimeter thickness,324 x 222 x 17.9  mm,1.6 Kg weight,Grey,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,,Full HD IPS LED Backlit Anti-glare Display,No,AMD Octa Core Ryzen 7 5800HS,2.8 Ghz,,20 MB,NVIDIA GeForce GTX 1650,8 GB,DDR4,3200 Mhz,1,1x8 Gigabyte,512 GB,M.2,4 Cell,Li-Ion,180 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,,1.0,,,,Yes,Yes,,,,Dual Speakers,"2x 0.7W tweeter 2x 2.5W speaker with Smart Amp Technology, Smart Amp Technology Audio by Dolby Atmos",Yes,AI mic noise-canceling Built-in array microphone,Touchpad with Multi-Touch Gestures Enabled,Chiclet Keyboard with Num-key,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",60 Hz,,4 GB,,,,,,,,1.0,,,,2.0,76 WHrs,,,NVMe PCIe,,Out of Stock,87990.0
Asus,GA401IHR-K2067TS,ROG Zephyrus G14,17.9 Millimeter thickness,324 x 220 x 17.9  mm,1.6 Kg weight,White,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD 16:9 anti-glare display sRGB: 100% Adobe: 75.35 Percentage IPS-level Display,No,AMD Octa Core Ryzen 7 4800HS,2.9 Ghz,,8 MB,NVIDIA GeForce GTX 1650,8 GB,DDR4,3200 Mhz,1,1x8 Gigabyte,1 TB,,4 Cell,Li-Ion,180 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,,1.0,,,,Yes,Yes,,,,Built-in Dual Speakers,2x 2.5W speaker with Smart Amp Technology,Yes,Built-in Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Chiclet Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",120 Hz,,4 GB,,,,"Yes, Backlit Chiclet Keyboard",,,,1.0,,,,1.0,,,,,,Out of Stock,76661.0
Asus,E210MA-GJ001T,,16.9 Millimeter thickness,279 x 191 x 16.9  mm,1.05 Kg weight (Light-weight),Peacock Blue,Windows 10 Home Basic,64-bit,11.3 Inches (28.7 cm),1366 x 768 Pixels,139 ppi,LED,HD 16:9   Anti-glare LED Backlit   200nits   NTSC: 45%   Screen-to-body ratio: 73% Display,No,Intel Celeron Dual Core N4020,1.1 Ghz,,4 MB,Intel UHD 600,4 GB,DDR4,2400 Mhz,2,2x2 Gigabyte,128 GB,,,Li-Ion,,802.11 a/b/g/n/ac,5.0,Yes,4.2,Multi-Format SD media card reader,1.0,1.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Chiclet Keyboard 1.4mm Key-travel,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,1.0,No,,,1.0,,,,,,Out of Stock,25990.0
